id,name,category,brand,price,quantity_sold,availability,date,rating
clothing_004,BrandE Jacket,clothing,BrandE,19.79,20,74,2025-09-02,4.2
clothing_004,BrandE Jacket,clothing,BrandE,20.77,34,188,2025-09-03,3.2
clothing_004,BrandE Jacket,clothing,BrandE,20.41,10,24,2025-09-04,3.2
clothing_004,BrandE Jacket,clothing,BrandE,20.7,11,34,2025-09-05,4.7
clothing_004,BrandE Jacket,clothing,BrandE,20.59,11,62,2025-09-06,3.8
clothing_004,BrandE Jacket,clothing,BrandE,21.06,45,253,2025-09-07,3.2
clothing_004,BrandE Jacket,clothing,BrandE,22.18,44,210,2025-09-08,4.0
clothing_004,BrandE Jacket,clothing,BrandE,21.23,7,52,2025-09-09,3.5
clothing_004,BrandE Jacket,clothing,BrandE,19.77,6,23,2025-09-10,4.6
clothing_005,BrandF Sweater,clothing,BrandF,80.31,30,142,2025-08-12,4.1
clothing_005,BrandF Sweater,clothing,BrandF,80.44,14,53,2025-08-13,3.6
clothing_005,BrandF Sweater,clothing,BrandF,74.43,22,90,2025-08-14,3.9
clothing_005,BrandF Sweater,clothing,BrandF,74.14,49,270,2025-08-15,3.6
clothing_005,BrandF Sweater,clothing,BrandF,84.22,35,171,2025-08-16,4.0
clothing_005,BrandF Sweater,clothing,BrandF,81.8,18,44,2025-08-17,4.5
clothing_005,BrandF Sweater,clothing,BrandF,82.09,24,163,2025-08-18,5.0
clothing_005,BrandF Sweater,clothing,BrandF,84.98,8,25,2025-08-19,4.0
clothing_005,BrandF Sweater,clothing,BrandF,73.02,33,241,2025-08-20,4.1
clothing_005,BrandF Sweater,clothing,BrandF,83.51,49,275,2025-08-21,4.6
clothing_005,BrandF Sweater,clothing,BrandF,78.87,13,32,2025-08-22,4.3
clothing_005,BrandF Sweater,clothing,BrandF,86.07,10,72,2025-08-23,4.3
clothing_005,BrandF Sweater,clothing,BrandF,85.41,30,120,2025-08-24,4.7
clothing_005,BrandF Sweater,clothing,BrandF,78.65,37,150,2025-08-25,4.5
clothing_005,BrandF Sweater,clothing,BrandF,83.87,12,94,2025-08-26,4.6
clothing_005,BrandF Sweater,clothing,BrandF,80.67,35,168,2025-08-27,3.4
clothing_005,BrandF Sweater,clothing,BrandF,89.29,14,86,2025-08-28,3.8
clothing_005,BrandF Sweater,clothing,BrandF,82.51,16,44,2025-08-29,4.8
clothing_005,BrandF Sweater,clothing,BrandF,87.76,45,233,2025-08-30,4.6
clothing_005,BrandF Sweater,clothing,BrandF,80.16,20,99,2025-08-31,4.4
clothing_005,BrandF Sweater,clothing,BrandF,76.33,27,94,2025-09-01,4.3
clothing_005,BrandF Sweater,clothing,BrandF,91.26,35,154,2025-09-02,4.5
clothing_005,BrandF Sweater,clothing,BrandF,72.42,34,105,2025-09-03,3.2
clothing_005,BrandF Sweater,clothing,BrandF,79.08,51,322,2025-09-04,4.2
clothing_005,BrandF Sweater,clothing,BrandF,79.47,47,132,2025-09-05,4.0
clothing_005,BrandF Sweater,clothing,BrandF,84.48,7,49,2025-09-06,4.7
clothing_005,BrandF Sweater,clothing,BrandF,81.3,26,106,2025-09-07,3.8
clothing_005,BrandF Sweater,clothing,BrandF,83.13,30,73,2025-09-08,3.2
clothing_005,BrandF Sweater,clothing,BrandF,84.02,37,249,2025-09-09,4.4
clothing_005,BrandF Sweater,clothing,BrandF,76.45,43,281,2025-09-10,4.3
clothing_006,BrandG T-Shirt,clothing,BrandG,208.9,11,54,2025-08-12,3.4
clothing_006,BrandG T-Shirt,clothing,BrandG,208.74,4,24,2025-08-13,3.6
clothing_006,BrandG T-Shirt,clothing,BrandG,199.97,33,233,2025-08-14,3.6
clothing_006,BrandG T-Shirt,clothing,BrandG,186.01,8,19,2025-08-15,4.4
clothing_006,BrandG T-Shirt,clothing,BrandG,221.39,4,15,2025-08-16,4.1
clothing_006,BrandG T-Shirt,clothing,BrandG,201.9,27,197,2025-08-17,4.2
clothing_006,BrandG T-Shirt,clothing,BrandG,201.21,38,258,2025-08-18,5.0
clothing_006,BrandG T-Shirt,clothing,BrandG,212.87,13,63,2025-08-19,4.3
clothing_006,BrandG T-Shirt,clothing,BrandG,195.82,21,134,2025-08-20,3.5
clothing_006,BrandG T-Shirt,clothing,BrandG,197.3,10,37,2025-08-21,3.5
clothing_006,BrandG T-Shirt,clothing,BrandG,200.02,15,91,2025-08-22,3.4
clothing_006,BrandG T-Shirt,clothing,BrandG,206.85,24,184,2025-08-23,3.9
clothing_006,BrandG T-Shirt,clothing,BrandG,197.07,36,122,2025-08-24,4.9
clothing_006,BrandG T-Shirt,clothing,BrandG,212.3,24,81,2025-08-25,3.4
clothing_006,BrandG T-Shirt,clothing,BrandG,194.0,24,98,2025-08-26,3.1
clothing_006,BrandG T-Shirt,clothing,BrandG,196.55,20,123,2025-08-27,3.3
clothing_006,BrandG T-Shirt,clothing,BrandG,194.72,11,57,2025-08-28,4.2
clothing_006,BrandG T-Shirt,clothing,BrandG,191.78,31,111,2025-08-29,3.3
clothing_006,BrandG T-Shirt,clothing,BrandG,211.47,24,127,2025-08-30,3.2
clothing_006,BrandG T-Shirt,clothing,BrandG,190.67,8,50,2025-08-31,4.0
clothing_006,BrandG T-Shirt,clothing,BrandG,195.08,31,154,2025-09-01,4.0
clothing_006,BrandG T-Shirt,clothing,BrandG,212.7,14,84,2025-09-02,4.1
clothing_006,BrandG T-Shirt,clothing,BrandG,206.34,25,148,2025-09-03,4.7
clothing_006,BrandG T-Shirt,clothing,BrandG,204.52,32,197,2025-09-04,4.4
clothing_006,BrandG T-Shirt,clothing,BrandG,214.5,8,58,2025-09-05,4.7
clothing_006,BrandG T-Shirt,clothing,BrandG,204.76,21,62,2025-09-06,4.6
clothing_006,BrandG T-Shirt,clothing,BrandG,208.84,4,14,2025-09-07,4.2
clothing_006,BrandG T-Shirt,clothing,BrandG,200.62,11,63,2025-09-08,4.1
clothing_006,BrandG T-Shirt,clothing,BrandG,197.22,28,146,2025-09-09,4.9
clothing_006,BrandG T-Shirt,clothing,BrandG,212.73,21,54,2025-09-10,4.9
clothing_007,BrandH Jacket,clothing,BrandH,40.31,6,32,2025-08-12,3.7
clothing_007,BrandH Jacket,clothing,BrandH,37.28,43,337,2025-08-13,4.9
clothing_007,BrandH Jacket,clothing,BrandH,37.12,40,85,2025-08-14,3.0
clothing_007,BrandH Jacket,clothing,BrandH,37.96,22,134,2025-08-15,3.9
clothing_007,BrandH Jacket,clothing,BrandH,36.95,6,40,2025-08-16,4.4
clothing_007,BrandH Jacket,clothing,BrandH,41.96,20,154,2025-08-17,3.3
clothing_007,BrandH Jacket,clothing,BrandH,39.48,22,128,2025-08-18,3.8
clothing_007,BrandH Jacket,clothing,BrandH,39.97,14,45,2025-08-19,3.1
clothing_007,BrandH Jacket,clothing,BrandH,35.77,54,261,2025-08-20,4.9
clothing_007,BrandH Jacket,clothing,BrandH,38.74,36,238,2025-08-21,4.7
clothing_007,BrandH Jacket,clothing,BrandH,39.47,13,28,2025-08-22,4.8
clothing_007,BrandH Jacket,clothing,BrandH,42.21,28,75,2025-08-23,3.3
clothing_007,BrandH Jacket,clothing,BrandH,38.46,18,89,2025-08-24,3.1
clothing_007,BrandH Jacket,clothing,BrandH,35.11,44,169,2025-08-25,3.9
clothing_007,BrandH Jacket,clothing,BrandH,37.33,15,56,2025-08-26,4.4
clothing_007,BrandH Jacket,clothing,BrandH,38.94,7,34,2025-08-27,3.2
clothing_007,BrandH Jacket,clothing,BrandH,38.21,24,149,2025-08-28,4.1
clothing_007,BrandH Jacket,clothing,BrandH,36.51,20,43,2025-08-29,3.2
clothing_007,BrandH Jacket,clothing,BrandH,37.82,27,165,2025-08-30,4.6
clothing_007,BrandH Jacket,clothing,BrandH,38.81,8,46,2025-08-31,4.4
clothing_007,BrandH Jacket,clothing,BrandH,38.33,31,224,2025-09-01,4.4
clothing_007,BrandH Jacket,clothing,BrandH,37.08,49,121,2025-09-02,4.8
clothing_007,BrandH Jacket,clothing,BrandH,40.78,25,146,2025-09-03,4.1
clothing_007,BrandH Jacket,clothing,BrandH,37.49,7,24,2025-09-04,3.3
clothing_007,BrandH Jacket,clothing,BrandH,37.59,51,205,2025-09-05,3.4
clothing_007,BrandH Jacket,clothing,BrandH,40.98,32,170,2025-09-06,4.4
clothing_007,BrandH Jacket,clothing,BrandH,39.85,13,79,2025-09-07,3.1
clothing_007,BrandH Jacket,clothing,BrandH,40.34,35,225,2025-09-08,3.9
clothing_007,BrandH Jacket,clothing,BrandH,35.82,33,73,2025-09-09,4.7
clothing_007,BrandH Jacket,clothing,BrandH,35.17,51,250,2025-09-10,4.7
clothing_008,BrandI Jeans,clothing,BrandI,226.44,10,47,2025-08-12,4.7
clothing_008,BrandI Jeans,clothing,BrandI,246.25,11,61,2025-08-13,4.3
clothing_008,BrandI Jeans,clothing,BrandI,239.98,7,16,2025-08-14,3.9
clothing_008,BrandI Jeans,clothing,BrandI,234.77,16,87,2025-08-15,4.3
clothing_008,BrandI Jeans,clothing,BrandI,250.11,9,39,2025-08-16,4.7
clothing_008,BrandI Jeans,clothing,BrandI,247.07,18,78,2025-08-17,3.5
clothing_008,BrandI Jeans,clothing,BrandI,242.43,14,55,2025-08-18,3.9
clothing_008,BrandI Jeans,clothing,BrandI,226.45,17,93,2025-08-19,4.9
clothing_008,BrandI Jeans,clothing,BrandI,228.21,10,56,2025-08-20,3.7
clothing_008,BrandI Jeans,clothing,BrandI,255.27,22,102,2025-08-21,4.7
clothing_008,BrandI Jeans,clothing,BrandI,256.36,5,39,2025-08-22,3.2
clothing_008,BrandI Jeans,clothing,BrandI,231.89,9,22,2025-08-23,3.2
clothing_008,BrandI Jeans,clothing,BrandI,267.63,14,68,2025-08-24,4.4
clothing_008,BrandI Jeans,clothing,BrandI,238.01,10,51,2025-08-25,3.7
clothing_008,BrandI Jeans,clothing,BrandI,224.29,7,20,2025-08-26,4.9
clothing_008,BrandI Jeans,clothing,BrandI,228.32,9,57,2025-08-27,3.3
clothing_008,BrandI Jeans,clothing,BrandI,246.93,22,93,2025-08-28,3.0
clothing_008,BrandI Jeans,clothing,BrandI,245.28,23,152,2025-08-29,3.2
clothing_008,BrandI Jeans,clothing,BrandI,254.35,25,150,2025-08-30,4.2
clothing_008,BrandI Jeans,clothing,BrandI,234.89,18,70,2025-08-31,4.7
clothing_008,BrandI Jeans,clothing,BrandI,234.02,5,29,2025-09-01,4.5
clothing_008,BrandI Jeans,clothing,BrandI,235.84,32,232,2025-09-02,3.6
clothing_008,BrandI Jeans,clothing,BrandI,233.32,13,76,2025-09-03,3.7
clothing_008,BrandI Jeans,clothing,BrandI,253.38,23,98,2025-09-04,4.1
clothing_008,BrandI Jeans,clothing,BrandI,250.06,21,43,2025-09-05,4.2
clothing_008,BrandI Jeans,clothing,BrandI,252.33,18,90,2025-09-06,4.1
clothing_008,BrandI Jeans,clothing,BrandI,227.13,17,74,2025-09-07,4.1
clothing_008,BrandI Jeans,clothing,BrandI,247.53,20,138,2025-09-08,3.9
clothing_008,BrandI Jeans,clothing,BrandI,238.75,14,44,2025-09-09,4.0
clothing_008,BrandI Jeans,clothing,BrandI,231.54,18,92,2025-09-10,4.3
clothing_009,BrandJ Dress,clothing,BrandJ,181.33,14,110,2025-08-12,4.6
clothing_009,BrandJ Dress,clothing,BrandJ,169.34,32,217,2025-08-13,3.4
clothing_009,BrandJ Dress,clothing,BrandJ,187.67,8,60,2025-08-14,3.8
clothing_009,BrandJ Dress,clothing,BrandJ,183.36,3,10,2025-08-15,4.3
clothing_009,BrandJ Dress,clothing,BrandJ,209.57,29,170,2025-08-16,3.3
clothing_009,BrandJ Dress,clothing,BrandJ,193.07,26,138,2025-08-17,3.5
clothing_009,BrandJ Dress,clothing,BrandJ,188.78,24,144,2025-08-18,4.6
clothing_009,BrandJ Dress,clothing,BrandJ,173.82,18,52,2025-08-19,3.5
clothing_009,BrandJ Dress,clothing,BrandJ,178.27,25,76,2025-08-20,3.6
clothing_009,BrandJ Dress,clothing,BrandJ,172.61,21,74,2025-08-21,4.3
clothing_009,BrandJ Dress,clothing,BrandJ,185.1,17,79,2025-08-22,3.9
clothing_009,BrandJ Dress,clothing,BrandJ,195.84,19,76,2025-08-23,4.8
clothing_009,BrandJ Dress,clothing,BrandJ,179.48,28,156,2025-08-24,3.8
clothing_009,BrandJ Dress,clothing,BrandJ,165.88,18,83,2025-08-25,4.7
clothing_009,BrandJ Dress,clothing,BrandJ,174.25,25,90,2025-08-26,4.2
clothing_009,BrandJ Dress,clothing,BrandJ,169.0,21,65,2025-08-27,3.1
clothing_009,BrandJ Dress,clothing,BrandJ,165.31,27,126,2025-08-28,3.7
clothing_009,BrandJ Dress,clothing,BrandJ,171.47,36,209,2025-08-29,4.5
clothing_009,BrandJ Dress,clothing,BrandJ,183.33,12,83,2025-08-30,3.0
clothing_009,BrandJ Dress,clothing,BrandJ,164.98,6,47,2025-08-31,3.0
clothing_009,BrandJ Dress,clothing,BrandJ,186.91,12,72,2025-09-01,3.2
clothing_009,BrandJ Dress,clothing,BrandJ,186.44,26,146,2025-09-02,4.0
clothing_009,BrandJ Dress,clothing,BrandJ,176.35,13,55,2025-09-03,3.7
clothing_009,BrandJ Dress,clothing,BrandJ,179.56,20,73,2025-09-04,4.9
clothing_009,BrandJ Dress,clothing,BrandJ,182.34,27,117,2025-09-05,4.0
clothing_009,BrandJ Dress,clothing,BrandJ,194.41,12,72,2025-09-06,4.1
clothing_009,BrandJ Dress,clothing,BrandJ,179.89,11,76,2025-09-07,3.6
clothing_009,BrandJ Dress,clothing,BrandJ,185.51,22,107,2025-09-08,3.6
clothing_009,BrandJ Dress,clothing,BrandJ,169.66,35,244,2025-09-09,3.6
clothing_009,BrandJ Dress,clothing,BrandJ,171.71,20,100,2025-09-10,3.5
clothing_010,BrandA Jacket,clothing,BrandA,142.23,9,51,2025-08-12,4.3
clothing_010,BrandA Jacket,clothing,BrandA,138.68,7,55,2025-08-13,3.1
clothing_010,BrandA Jacket,clothing,BrandA,136.17,7,26,2025-08-14,3.2
clothing_010,BrandA Jacket,clothing,BrandA,137.43,22,175,2025-08-15,4.6
clothing_010,BrandA Jacket,clothing,BrandA,134.95,31,160,2025-08-16,3.9
clothing_010,BrandA Jacket,clothing,BrandA,136.15,16,71,2025-08-17,4.7
clothing_010,BrandA Jacket,clothing,BrandA,146.49,4,17,2025-08-18,4.0
clothing_010,BrandA Jacket,clothing,BrandA,136.29,24,78,2025-08-19,3.0
clothing_010,BrandA Jacket,clothing,BrandA,133.09,23,108,2025-08-20,4.7
clothing_010,BrandA Jacket,clothing,BrandA,140.01,7,27,2025-08-21,4.5
clothing_010,BrandA Jacket,clothing,BrandA,123.73,16,76,2025-08-22,4.6
clothing_010,BrandA Jacket,clothing,BrandA,141.14,34,157,2025-08-23,3.5
clothing_010,BrandA Jacket,clothing,BrandA,145.29,30,178,2025-08-24,4.8
clothing_010,BrandA Jacket,clothing,BrandA,149.51,8,40,2025-08-25,3.3
clothing_010,BrandA Jacket,clothing,BrandA,140.84,37,83,2025-08-26,3.2
clothing_010,BrandA Jacket,clothing,BrandA,137.59,6,12,2025-08-27,4.9
clothing_010,BrandA Jacket,clothing,BrandA,134.46,18,73,2025-08-28,4.5
clothing_010,BrandA Jacket,clothing,BrandA,132.71,11,28,2025-08-29,4.3
clothing_010,BrandA Jacket,clothing,BrandA,140.33,5,12,2025-08-30,4.9
clothing_010,BrandA Jacket,clothing,BrandA,153.05,21,90,2025-08-31,3.4
clothing_010,BrandA Jacket,clothing,BrandA,142.21,25,146,2025-09-01,4.1
